Topic 0,Topic 1
0.3457227,0.6542773
0.028070137,0.9719299
0.01162765,0.9883723
0.37519506,0.624805
0.013613393,0.98638666
0.62325644,0.3767435
0.4795033,0.52049667
0.016908789,0.98309124
0.012840209,0.9871598
0.028885318,0.97111464
0.9265367,0.0734633
0.013762459,0.9862375
0.011788177,0.98821187
0.04506809,0.9549319
0.17745827,0.8225417
0.9393247,0.060675357
0.012406688,0.98759335
0.5,0.5
0.011699534,0.98830044
0.06555299,0.934447
0.18588355,0.8141164
0.015976641,0.98402333
0.016304096,0.9836959
0.29570234,0.70429766
0.47994003,0.52005994
0.16320145,0.83679855
0.83015615,0.16984382
0.06663465,0.93336535
0.012404635,0.9875953
0.36882016,0.63117987
0.12636426,0.8736357
0.11913129,0.88086873
0.93932354,0.060676437
0.04173546,0.9582645
0.9714658,0.028534107
0.099885575,0.90011436
0.97978026,0.02021973
0.019285455,0.98071456
0.7978436,0.20215645
0.030389348,0.96961063
0.031810947,0.968189
0.10720577,0.89279425
0.29328072,0.70671934
0.6524459,0.3475541
0.03424782,0.9657522
0.031491335,0.96850866
0.03795981,0.9620402
0.018414339,0.9815857
0.6552773,0.34472266
0.053741522,0.9462584
0.044227563,0.95577246
0.01423288,0.9857671
0.0486421,0.95135796
0.530538,0.46946198
0.5460278,0.4539722
0.764969,0.23503102
0.055368826,0.94463116
0.49963078,0.5003692
0.9393232,0.060676854
0.13344905,0.8665509
0.029482545,0.97051746
0.019053439,0.98094654
0.26059702,0.739403
0.015488382,0.9845117
0.012925667,0.9870744
0.047872,0.95212805
0.80440396,0.19559602
0.022113316,0.9778867
0.09734878,0.90265125
0.18540032,0.81459963
0.1223262,0.87767375
0.9393236,0.060676362
0.2643488,0.7356512
0.010602722,0.9893972
0.3303746,0.6696254
0.20685823,0.7931417
0.051760286,0.94823974
0.4085083,0.5914917
0.040201496,0.9597985
0.026012128,0.9739878
0.070355326,0.92964464
0.028005622,0.97199434
0.014886132,0.9851139
0.045613762,0.95438623
0.015386625,0.9846134
0.07307063,0.9269294
0.38438448,0.61561555
0.08385601,0.916144
0.02561486,0.97438514
0.1354987,0.8645013
0.24418502,0.755815
0.01911408,0.9808859
0.93932205,0.06067794
0.80606216,0.19393788
0.07582896,0.92417103
0.15755616,0.8424438
0.5227562,0.47724384
0.10152222,0.89847773
0.06335556,0.9366444
0.019373754,0.9806262
0.07961974,0.92038023
0.71518433,0.28481567
0.02358021,0.97641975
0.9393229,0.06067712
0.01758648,0.98241353
0.14573748,0.85426253
0.017684963,0.98231506
0.5703479,0.4296521
0.06010659,0.9398934
0.94398755,0.05601239
0.24043745,0.7595625
0.939324,0.060675953
0.019787936,0.98021203
0.016485114,0.98351485
0.013528973,0.986471
0.16792789,0.8320721
0.8712756,0.12872438
0.29137653,0.70862347
0.9393266,0.060673356
0.9198047,0.080195345
0.09402606,0.905974
0.018766195,0.9812338
0.9451366,0.05486343
0.9343321,0.06566795
0.950342,0.049658045
0.13712314,0.86287683
0.97914064,0.020859329
0.5157825,0.48421752
0.33329254,0.6667074
0.68731105,0.31268895
0.97515315,0.024846843
0.93932647,0.060673535
0.22026621,0.7797337
0.88865465,0.11134537
0.38127336,0.6187267
0.016081432,0.9839185
0.063973464,0.9360265
0.1741393,0.8258607
0.031151086,0.96884894
0.93932754,0.060672503
0.023783075,0.9762169
0.97540855,0.024591444
0.90276957,0.0972304
0.042011008,0.957989
0.94299585,0.057004195
0.4792672,0.5207327
0.014756823,0.98524314
0.6118975,0.38810247
0.23771203,0.762288
0.053072672,0.9469273
0.876611,0.123388976
0.7453125,0.2546875
0.021579208,0.9784208
0.043283183,0.95671684
0.927618,0.0723819
0.04000879,0.9599912
0.09776816,0.9022318
0.020708568,0.97929144
0.93932354,0.060676534
0.2968873,0.70311266
0.83018184,0.16981813
0.060190905,0.9398091
0.6687512,0.33124885
0.66414297,0.33585706
0.92655385,0.07344612
0.013457403,0.9865426
0.9599206,0.040079374
0.96359223,0.036407746
0.43637,0.56363004
0.9599459,0.04005411
0.0459686,0.95403135
0.114751495,0.8852485
0.10203606,0.8979639
0.93574345,0.06425652
0.06554544,0.93445456
0.2867961,0.7132039
0.9438681,0.0561319
0.59848064,0.40151933
0.024386715,0.9756133
0.95931333,0.04068671
0.5886072,0.41139278
0.93932396,0.060676064
0.92761093,0.0723891
0.020820871,0.97917914
0.9284216,0.07157843
0.14254853,0.85745144
0.92219216,0.077807836
0.95933974,0.040660284
0.6653789,0.33462104
0.57563066,0.42436936
0.9265183,0.073481716
0.3381576,0.66184235
0.023202015,0.976798
0.9593193,0.040680666
0.5903417,0.40965828
0.9593182,0.040681764
0.8726834,0.1273166
0.59033537,0.4096646
0.33396736,0.6660327
0.17692329,0.8230767
0.5989449,0.40105513
0.97619337,0.023806587
0.9393245,0.060675535
0.61099106,0.38900894
0.2254928,0.77450716
0.36530253,0.63469744
0.022160608,0.9778394
0.7725102,0.22748986
0.10147714,0.8985228
0.9797859,0.020214127
0.5,0.5
0.3508583,0.64914167
0.047184058,0.952816
0.083692715,0.9163073
0.018710364,0.9812896
0.9393266,0.06067338
0.22142616,0.7785738
0.5243117,0.4756883
0.43305898,0.566941
0.01876457,0.9812354
0.46595162,0.5340484
0.9275976,0.07240235
0.31607434,0.6839256
0.981307,0.018692989
0.6706069,0.32939306
0.27500066,0.72499937
0.049608346,0.95039165
0.14256987,0.8574301
0.6197478,0.38025218
0.5,0.5
0.2811198,0.71888024
0.03603766,0.9639624
0.93932265,0.060677364
0.47488764,0.52511233
0.94707996,0.052920073
0.9318721,0.0681279
0.91982514,0.080174886
0.018962828,0.98103714
0.39014742,0.6098526
0.29960313,0.7003969
0.6864333,0.31356663
0.014138141,0.98586184
0.93932724,0.06067274
0.86543274,0.13456723
0.107874535,0.8921254
0.019178497,0.98082155
0.20361766,0.79638237
0.024171056,0.97582895
0.22163361,0.7783664
0.62516046,0.37483954
0.014345842,0.9856542
0.18034007,0.8196599
0.14446056,0.85553944
0.5263322,0.4736678
0.14447002,0.85553
0.50424516,0.49575484
0.9393245,0.06067555
0.15504251,0.84495753
0.19209744,0.8079026
0.5020809,0.497919
0.04632766,0.95367235
0.023252841,0.97674716
0.5019811,0.49801895
0.27084804,0.72915196
0.010826819,0.9891732
0.4201686,0.57983136
0.24160172,0.7583983
0.025649179,0.9743508
0.9632848,0.036715183
0.9246449,0.07535506
0.9393231,0.06067694
0.010525614,0.98947436
0.015401791,0.9845982
0.71986675,0.28013328
0.9632867,0.036713295
0.02190665,0.9780933
0.067137845,0.93286216
0.816103,0.183897
0.6985335,0.30146652
0.52835757,0.47164237
0.03797279,0.96202725
0.028075794,0.97192425
0.15888664,0.8411133
0.8497877,0.1502123
0.94495094,0.055049118
0.9449478,0.055052213
0.8716723,0.12832774
0.5951831,0.40481696
0.86130726,0.13869272
0.016307304,0.9836927
0.3054382,0.6945618
0.29107985,0.7089202
0.30959803,0.69040203
0.375286,0.62471396
0.035322245,0.9646777
0.54394746,0.4560525
0.4822558,0.51774424
0.9393234,0.06067655
0.5105887,0.48941132
0.17692333,0.82307667
0.04029291,0.9597071
0.7676145,0.23238547
0.32507965,0.6749203
0.013606004,0.986394
0.06091439,0.93908566
0.01327964,0.9867204
0.739587,0.26041302
0.011173884,0.9888261
0.02195316,0.97804683
0.0693148,0.9306852
0.93932563,0.060674377
0.5619958,0.4380042
0.917863,0.08213699
0.059552543,0.9404474
0.17692314,0.8230769
0.10222164,0.8977784
0.9806472,0.0193528
0.018109666,0.9818903
0.027712988,0.972287
0.037681863,0.9623182
0.91664815,0.08335188
0.03275603,0.9672439
0.021290345,0.97870964
0.2954297,0.7045703
0.3729461,0.62705386
0.8302141,0.16978595
0.023550475,0.9764495
0.10543838,0.8945616
0.9393266,0.060673364
0.58428764,0.41571236
0.066058666,0.9339413
0.35700032,0.64299965
0.012132728,0.98786724
0.49045107,0.5095489
0.06504659,0.9349534
0.107056476,0.8929435
0.014760796,0.98523927
0.24517056,0.75482947
0.22259757,0.7774024
0.17814091,0.8218591
0.34424332,0.6557567
0.8577576,0.14224237
0.02367412,0.97632587
0.031165589,0.9688344
0.04055047,0.9594495
0.06096033,0.93903965
0.29561123,0.70438874
0.21577144,0.78422856
0.014669611,0.98533034
0.93932354,0.06067653
0.012543546,0.98745644
0.0699851,0.9300149
0.014484121,0.98551583
0.71075195,0.28924808
0.07537245,0.92462754
0.013985371,0.98601466
0.3417754,0.6582246
0.014562331,0.98543763
0.014916939,0.98508304
0.019080037,0.98092
0.43701273,0.56298727
0.013458192,0.9865418
0.03287089,0.9671291
0.41317478,0.5868252
0.51076764,0.48923236
0.055852056,0.9441479
0.07730032,0.9226997
0.9393266,0.060673423
0.737031,0.26296902
0.91269004,0.08731
0.20794903,0.79205096
0.8700493,0.12995066
0.046934977,0.95306504
0.018853454,0.9811465
0.011696978,0.98830307
0.7292322,0.27076778
0.5270869,0.47291312
0.017371846,0.98262817
0.019277614,0.98072237
0.009839946,0.99016005
0.02613945,0.97386056
0.9427733,0.057226695
0.2098501,0.79014987
0.42144433,0.57855564
0.6972778,0.30272228
0.9038579,0.09614212
0.61125916,0.38874084
0.93932354,0.060676515
0.14225549,0.8577445
0.14326544,0.8567345
0.45473042,0.54526955
0.78042036,0.21957958
0.026159266,0.9738407
0.014529407,0.98547053
0.014396757,0.9856033
0.5935577,0.40644234
0.03437497,0.96562505
0.026067652,0.9739324
0.039503742,0.9604963
0.09899097,0.90100896
0.93932235,0.06067762
0.61054265,0.3894573
0.119610146,0.88038987
0.05298004,0.94701993
0.8696852,0.13031484
0.053158678,0.9468413
0.3643472,0.6356528
0.48594797,0.51405203
0.25701556,0.7429844
0.7449768,0.25502315
0.032392014,0.96760803
0.83872366,0.16127634
0.034361888,0.9656381
0.8040742,0.19592577
0.017249687,0.9827503
0.03504818,0.9649518
0.9492939,0.050706074
0.107192315,0.8928077
0.4389828,0.5610172
0.93932533,0.060674675
0.7923331,0.20766686
0.13627057,0.8637294
0.045133233,0.95486677
0.74188286,0.2581172
0.10930621,0.8906938
0.10833553,0.89166445
0.2622785,0.7377215
0.63378775,0.36621225
0.026460404,0.9735396
0.5643679,0.43563214
0.9071992,0.09280082
0.78402984,0.21597019
0.76736265,0.2326373
0.9393264,0.060673635
0.58003056,0.41996938
0.06549821,0.93450177
0.4483583,0.55164176
0.36365384,0.63634616
0.05722892,0.9427711
0.4361613,0.56383866
0.93932027,0.06067974
0.2934973,0.70650274
0.98583037,0.014169608
0.012808327,0.98719174
0.611439,0.38856098
0.29713675,0.7028632
0.7697779,0.23022212
0.6717137,0.32828626
0.22929615,0.77070385
0.03859872,0.9614013
0.026441095,0.9735589
0.026120303,0.9738797
0.017377917,0.9826221
0.011931586,0.9880684
0.6521162,0.34788382
0.018723082,0.9812769
0.2894839,0.71051604
0.39370325,0.6062967
0.93932587,0.060674153
0.03464209,0.9653579
0.53796774,0.46203232
0.012528819,0.98747116
0.14626919,0.8537308
0.18726376,0.8127362
0.036224823,0.96377516
0.028140238,0.9718598
0.8302154,0.16978459
0.035757527,0.9642425
0.9608668,0.039133195
0.020582302,0.9794177
0.37196556,0.6280345
0.04382546,0.95617455
0.47152552,0.5284745
0.12736471,0.8726353
0.01729816,0.9827018
0.013765709,0.9862343
0.12888247,0.8711176
0.8577364,0.14226359
0.015709933,0.98429006
0.22680375,0.7731962
0.07775639,0.9222436
0.063485906,0.93651414
0.015386863,0.9846131
0.51556957,0.4844304
0.8910209,0.10897904
0.015358139,0.98464185
0.5,0.5
0.024072314,0.9759277
0.23513605,0.7648639
0.8375811,0.1624189
0.9393236,0.060676362
0.76038927,0.23961067
0.5,0.5
0.48561794,0.51438206
0.011028799,0.9889712
0.36070123,0.63929874
0.80458987,0.19541015
0.12540354,0.8745965
0.029922841,0.97007716
0.05925061,0.9407494
0.014952834,0.9850472
0.9698293,0.03017071
0.93932277,0.06067722
0.40959302,0.590407
0.306496,0.69350404
0.35795173,0.6420483
0.055552848,0.9444472
0.06648524,0.9335148
0.93932396,0.06067606
0.02901804,0.97098196
0.056209307,0.9437907
0.07422203,0.925778
0.07733294,0.9226671
0.01500261,0.98499733
0.2817031,0.7182969
0.09837943,0.90162057
0.19426212,0.80573785
0.9393229,0.060677137
0.048757467,0.9512425
0.23776999,0.76223004
0.070478156,0.92952186
0.081788324,0.91821164
0.06534803,0.934652
0.011267616,0.9887324
0.9393245,0.06067558
0.017443907,0.9825561
0.020197973,0.979802
0.033762872,0.9662371
0.04434795,0.955652
0.8131609,0.1868391
0.05021563,0.94978434
0.93932277,0.060677264
0.19698013,0.8030199
0.09105279,0.9089472
0.01363005,0.98636997
0.9653455,0.034654457
0.029645415,0.97035456
0.39881933,0.6011807
0.95152074,0.048479244
0.12562956,0.87437046
0.96267354,0.037326436
0.012624064,0.987376
0.034943216,0.96505684
0.93932426,0.06067579
0.66538584,0.3346141
0.03199047,0.96800953
0.82001555,0.1799844
0.10620717,0.89379287
0.017304162,0.9826958
0.048999477,0.9510005
0.013333024,0.986667
0.93932754,0.060672417
0.29339546,0.70660454
0.09026147,0.90973854
0.9584584,0.041541576
0.052785665,0.9472143
0.03540609,0.9645939
0.8267751,0.17322494
0.21491174,0.78508824
0.025276136,0.9747239
0.078804,0.92119604
0.9393267,0.060673278
0.06365766,0.9363423
0.08755288,0.9124471
0.025240332,0.9747597
0.5,0.5
0.013470477,0.9865295
0.10633437,0.8936656
0.25005892,0.74994105
0.022231555,0.9777685
0.016586933,0.98341304
0.021598961,0.978401
0.4856721,0.51432794
0.38517514,0.61482483
0.310372,0.689628
0.16182247,0.8381775
0.093995154,0.9060049
0.13383289,0.86616707
0.1133104,0.8866896
0.05499044,0.9450095
0.3245153,0.6754847
0.25390074,0.7460993
0.3324466,0.6675534
0.03238838,0.9676116
0.8131598,0.18684019
0.055013824,0.94498616
0.7083592,0.29164076
0.1978228,0.80217725
0.04315724,0.9568428
0.014415429,0.9855845
0.8770643,0.12293568
0.057182956,0.94281703
0.8131551,0.18684487
0.9577186,0.042281337
0.01698866,0.9830113
0.044951063,0.955049
0.57539797,0.42460203
0.046329193,0.9536708
0.788214,0.21178596
0.01760356,0.9823964
0.012638483,0.9873615
0.2862939,0.7137061
0.93932396,0.06067604
0.07303439,0.9269656
0.041994695,0.9580053
0.25465176,0.74534833
0.7841427,0.21585727
0.014219141,0.9857809
0.72147894,0.278521
0.48930392,0.5106961
0.8291953,0.17080468
0.4585101,0.5414899
0.22998913,0.7700109
0.01647564,0.9835243
0.93932414,0.060675807
0.5,0.5
0.27048996,0.72951007
0.020445926,0.97955406
0.43084833,0.56915164
0.17696379,0.8230362
0.35710216,0.64289784
0.39647448,0.6035255
0.054773945,0.945226
0.17695853,0.82304144
0.034335587,0.9656644
0.70437694,0.29562306
0.016699279,0.9833007
0.11106031,0.8889397
0.026000967,0.9739991
0.056095846,0.94390416
0.08254846,0.91745156
0.076470144,0.92352986
0.19920275,0.8007972
0.012322869,0.98767716
0.9393266,0.060673364
0.14274074,0.8572593
0.025735246,0.97426474
0.37231827,0.62768173
0.25107726,0.74892277
0.023941446,0.9760586
0.024764106,0.97523594
0.08564295,0.914357
0.71918267,0.28081733
0.040477846,0.9595222
0.06945604,0.93054396
0.09843073,0.9015693
0.26652038,0.73347956
0.50618666,0.49381334
0.088958845,0.9110411
0.1805068,0.8194932
0.014287915,0.98571205
0.10228816,0.8977118
0.05806101,0.941939
0.046900954,0.95309913
0.11061249,0.88938755
0.030615838,0.9693842
0.5923031,0.40769696
0.066020794,0.9339792
0.1512628,0.8487372
0.93932354,0.060676504
0.037954178,0.9620458
0.29946628,0.70053375
0.02504901,0.97495097
0.04243963,0.95756036
0.01535515,0.9846449
0.04975174,0.95024824
0.8880587,0.1119413
0.024512827,0.9754872
0.8926421,0.10735797
0.97888297,0.021117046
0.053224705,0.9467753
0.10174637,0.89825356
0.9741689,0.025831113
0.11934289,0.8806571
0.020511337,0.97948873
0.26569197,0.73430806
0.070650205,0.9293498
0.023676032,0.97632396
0.30150867,0.69849133
0.97760457,0.022395415
0.07339517,0.92660487
0.07252452,0.9274755
0.2870091,0.7129909
0.045033265,0.9549667
0.040518247,0.9594817
0.014211703,0.9857883
0.487134,0.512866
0.02158948,0.9784105
0.38654456,0.6134555
0.8162639,0.18373606
0.5447202,0.45527977
0.3986609,0.60133916
0.05496854,0.9450314
0.17280488,0.82719505
0.089837365,0.9101627
0.016688231,0.9833118
0.020194666,0.9798053
0.018047115,0.9819529
0.51337105,0.48662895
0.033316497,0.9666835
0.02730954,0.97269046
0.042603318,0.9573967
0.012667052,0.98733294
0.91263914,0.08736085
0.9479261,0.052073907
0.170636,0.829364
0.9633512,0.03664883
0.4446931,0.555307
0.02817844,0.97182155
0.6093827,0.39061728
0.030709147,0.96929085
0.115858294,0.8841417
0.36546126,0.63453877
0.37594825,0.6240517
0.74300516,0.25699487
0.016998896,0.9830011
0.82820314,0.1717968
0.8131448,0.18685518
0.014254591,0.9857454
0.93932396,0.060676113
0.03627323,0.96372676
0.5,0.5
0.5,0.5
0.9335961,0.06640389
0.0973294,0.9026706
0.5,0.5
0.68127304,0.31872693
0.02216429,0.9778357
0.099714965,0.900285
0.046919607,0.9530804
0.7563239,0.2436761
0.100320965,0.899679
0.28748888,0.7125111
0.01675539,0.9832446
0.13028483,0.86971515
0.045151662,0.9548483
0.08284047,0.9171595
0.07509604,0.9249039
0.3650861,0.63491386
0.016893627,0.9831063
0.011779738,0.9882203
0.013756518,0.98624355
0.40912044,0.59087956
0.45394897,0.546051
0.93932736,0.060672667
0.4899636,0.51003635
0.21860813,0.78139186
0.10699803,0.893002
0.02096031,0.9790397
0.045163773,0.95483625
0.016841536,0.9831584
0.79864013,0.20135988
0.10818801,0.89181197
0.96256936,0.03743064
0.58849525,0.41150475
0.98099864,0.01900139
0.1215303,0.87846965
0.41435322,0.58564675
0.031714395,0.9682856
0.36264464,0.6373554
0.1893047,0.8106953
0.5165517,0.48344833
0.07199658,0.9280034
0.013775064,0.98622495
0.39440092,0.6055991
0.027807586,0.97219247
0.980068,0.019931925
0.9311537,0.06884633
0.71091866,0.28908136
0.08887967,0.91112036
0.06162089,0.9383791
0.014617586,0.98538244
0.9393252,0.06067478
0.53882873,0.46117124
0.7158034,0.28419662
0.055938385,0.94406164
0.91887355,0.08112645
0.59985673,0.4001433
0.038716447,0.96128356
0.23843978,0.76156014
0.08541305,0.91458696
0.030550743,0.9694493
0.5791778,0.42082226
0.021775858,0.97822416
0.87633,0.12366999
0.038364917,0.9616351
0.52400255,0.47599745
0.012800346,0.9871997
0.030557811,0.9694421
0.05497544,0.94502455
0.9887835,0.011216475
0.013470103,0.9865299
0.018978108,0.9810219
0.03140176,0.96859825
0.028359912,0.9716401
0.5,0.5
0.013401047,0.9865989
0.26904184,0.7309582
0.13295703,0.86704296
0.106872894,0.8931271
0.6932805,0.30671954
0.7641084,0.2358915
0.019769453,0.98023057
0.026666857,0.9733331
0.26447532,0.7355247
0.052428,0.947572
0.020410405,0.97958964
0.1715692,0.82843083
0.07343685,0.92656314
0.014224318,0.9857757
0.01799094,0.98200905
0.14683571,0.85316426
0.9807194,0.019280652
0.13129231,0.86870766
0.03171954,0.9682805
0.108631276,0.89136875
0.018941572,0.9810585
0.5,0.5
0.01816824,0.9818317
0.37867308,0.62132686
0.021736022,0.978264
0.012862016,0.987138
0.09448782,0.90551215
0.012592926,0.9874071
0.024032941,0.975967
0.14845723,0.85154283
0.033428494,0.9665715
0.044875123,0.9551249
0.5,0.5
0.12991667,0.87008333
0.14004667,0.85995334
0.016047716,0.9839523
0.023367485,0.9766325
0.821474,0.17852597
0.30333215,0.69666785
0.023958452,0.97604156
0.078091376,0.9219086
0.030885661,0.9691143
0.011934366,0.98806566
0.09147256,0.90852743
0.43890044,0.5610996
0.7084758,0.29152417
0.030982755,0.9690172
0.9393248,0.060675245
0.9197816,0.08021836
0.6329517,0.36704832
0.49439722,0.5056027
0.27229425,0.7277058
0.47892973,0.52107024
0.22235885,0.7776412
0.66433996,0.33566004
0.5,0.5
0.5,0.5
0.012311189,0.98768884
0.019292282,0.9807077
0.01354179,0.9864582
0.06886327,0.93113667
0.9375655,0.062434513
0.4443297,0.55567026
0.9393256,0.060674444
0.02428453,0.97571546
0.38293368,0.6170663
0.016662508,0.9833375
0.017753977,0.98224604
0.2247083,0.7752917
0.94495386,0.055046175
0.5,0.5
0.22511481,0.7748852
0.13678376,0.8632162
0.93932533,0.060674667
0.975539,0.024460943
0.06067835,0.9393217
0.01997934,0.98002064
0.020012453,0.97998756
0.36936286,0.6306371
0.96605426,0.033945706
0.9759721,0.024027854
0.15364853,0.8463515
0.022401106,0.9775989
0.024474906,0.9755251
0.86583906,0.13416095
0.9393244,0.06067563
0.9508202,0.0491798
0.09804214,0.90195787
0.044872146,0.95512784
0.030125694,0.9698743
0.014226275,0.9857737
0.021647485,0.9783525
0.10773056,0.8922694
0.17696497,0.823035
0.47075936,0.52924067
0.93932575,0.06067424
0.3090315,0.6909685
0.03337475,0.9666252
0.012888967,0.98711103
0.4985476,0.5014524
