Topic 0,Topic 1,label
0.013811494,0.98618853,neutral
0.59464353,0.40535644,positive
0.02520585,0.97479415,neutral
0.31837857,0.68162143,positive
0.6000113,0.39998874,neutral
0.91076696,0.08923302,positive
0.15953252,0.8404675,neutral
0.35938942,0.6406105,positive
0.5,0.5,negative
0.024560684,0.9754393,negative
0.4289806,0.5710195,positive
0.23479056,0.76520944,positive
0.015514854,0.98448515,neutral
0.14300689,0.85699314,positive
0.052996404,0.94700354,negative
0.018441085,0.981559,positive
0.037263688,0.9627363,neutral
0.9515578,0.048442144,neutral
0.4629524,0.5370476,neutral
0.87690765,0.12309236,neutral
0.013952594,0.9860474,negative
0.023640554,0.9763594,negative
0.027311565,0.97268844,positive
0.012854643,0.98714536,neutral
0.1729851,0.82701486,neutral
0.28172338,0.7182766,positive
0.018589767,0.9814102,positive
0.058509752,0.94149023,negative
0.021525016,0.97847503,positive
0.07520205,0.92479795,neutral
0.053121243,0.9468788,neutral
0.5,0.5,neutral
0.9393245,0.06067557,neutral
0.050195877,0.9498041,neutral
0.6993536,0.30064642,neutral
0.561037,0.43896303,neutral
0.07516306,0.92483693,positive
0.0168429,0.9831571,positive
0.018891288,0.9811087,neutral
0.018124044,0.98187596,neutral
0.28510806,0.7148919,neutral
0.08772386,0.91227615,neutral
0.14152105,0.8584789,negative
0.45439783,0.5456022,neutral
0.029020088,0.9709799,neutral
0.040813565,0.95918643,neutral
0.92782974,0.07217031,neutral
0.6135822,0.38641778,neutral
0.03781299,0.962187,neutral
0.67605275,0.32394728,neutral
0.32915765,0.6708424,positive
0.3655273,0.63447267,neutral
0.011843479,0.98815656,neutral
0.22111028,0.7788897,positive
0.048704688,0.9512953,neutral
0.6402167,0.35978326,neutral
0.02288542,0.97711456,positive
0.050480004,0.94951993,neutral
0.018927345,0.98107266,positive
0.83962715,0.16037284,neutral
0.04282109,0.9571789,neutral
0.019215269,0.9807847,negative
0.93932164,0.060678445,neutral
0.08048513,0.9195149,positive
0.91439635,0.08560362,neutral
0.11542915,0.88457084,neutral
0.01505952,0.9849405,neutral
0.030958686,0.9690413,positive
0.06069107,0.9393089,neutral
0.6188435,0.38115653,neutral
0.022654349,0.97734565,positive
0.05791343,0.9420866,negative
0.02495514,0.9750449,positive
0.011249227,0.9887508,positive
0.34108728,0.6589128,positive
0.09769901,0.902301,neutral
0.04819958,0.9518004,neutral
0.41833362,0.5816664,neutral
0.050932053,0.9490679,neutral
0.08242195,0.9175781,neutral
0.2953394,0.7046606,positive
0.012229341,0.9877707,positive
0.019297093,0.9807029,positive
0.8677276,0.13227244,neutral
0.1210962,0.8789038,neutral
0.023766456,0.97623354,neutral
0.023702096,0.97629786,negative
0.018084075,0.9819159,positive
0.017387632,0.9826124,positive
0.100390814,0.89960915,neutral
0.9393249,0.060675092,neutral
0.046947587,0.9530524,neutral
0.47463086,0.52536905,positive
0.017836513,0.98216355,neutral
0.16670005,0.83329993,positive
0.0977241,0.90227586,neutral
0.019810127,0.98018986,positive
0.56735444,0.4326456,neutral
0.06757494,0.9324251,neutral
0.0738302,0.9261698,positive
0.02934867,0.9706513,neutral
0.6265682,0.37343174,neutral
0.04427162,0.9557284,positive
0.17130697,0.82869303,neutral
0.030625127,0.96937484,neutral
0.011310388,0.9886896,positive
0.03665263,0.9633474,negative
0.026430847,0.97356915,neutral
0.059687104,0.94031286,neutral
0.015117565,0.9848825,neutral
0.12666565,0.87333435,neutral
0.8027292,0.19727083,neutral
0.024913745,0.9750863,positive
0.03955744,0.9604426,positive
0.016299075,0.98370093,positive
0.5570567,0.4429433,neutral
0.06590447,0.93409556,neutral
0.0263455,0.9736545,neutral
0.7457725,0.25422746,positive
0.7544155,0.2455845,neutral
0.939324,0.060675927,neutral
0.051207576,0.94879246,positive
0.1454575,0.8545425,positive
0.9256271,0.07437287,neutral
0.07239442,0.92760557,positive
0.9119178,0.08808217,positive
0.056972433,0.94302756,positive
0.014627607,0.9853724,neutral
0.020397654,0.97960234,positive
0.046324126,0.95367587,neutral
0.07843895,0.92156106,positive
0.019109307,0.9808907,neutral
0.077423796,0.9225762,neutral
0.55769414,0.4423059,neutral
0.057624966,0.94237506,neutral
0.23292963,0.76707035,neutral
0.01982325,0.98017675,positive
0.022123503,0.9778765,neutral
0.26988354,0.7301165,neutral
0.013639271,0.9863607,positive
0.020001443,0.9799985,positive
0.052283015,0.94771695,neutral
0.031826302,0.9681737,neutral
0.042175498,0.9578245,neutral
0.5,0.5,neutral
0.06360851,0.9363915,negative
0.013008345,0.98699164,neutral
0.03612283,0.9638772,neutral
0.9590636,0.0409364,neutral
0.021102067,0.9788979,positive
0.04010903,0.95989096,neutral
0.022529464,0.9774705,neutral
0.5,0.5,neutral
0.9375059,0.062494062,neutral
0.030204948,0.969795,negative
0.10512787,0.8948721,positive
0.04619744,0.9538026,neutral
0.03692469,0.9630753,neutral
0.014777441,0.9852226,negative
0.93378556,0.06621447,neutral
0.015436105,0.98456395,positive
0.039301485,0.9606985,neutral
0.4482146,0.5517854,negative
0.6911614,0.30883858,neutral
0.026061313,0.9739387,positive
0.93932754,0.060672402,neutral
0.021220313,0.97877973,positive
0.03983838,0.9601616,positive
0.91607994,0.08392008,neutral
0.014500713,0.98549926,neutral
0.06659991,0.9334001,positive
0.015796715,0.98420334,positive
0.12738213,0.8726179,neutral
0.17488953,0.82511044,positive
0.32756826,0.67243165,neutral
0.8242,0.17580003,neutral
0.031375203,0.9686248,positive
0.9393247,0.060675364,neutral
0.63010746,0.36989254,neutral
0.026472881,0.9735271,neutral
0.013794621,0.98620534,neutral
0.028123306,0.9718767,neutral
0.33155048,0.6684495,positive
0.022397399,0.9776026,neutral
0.011418239,0.9885817,neutral
0.93932587,0.06067413,neutral
0.014907169,0.9850929,positive
0.09919517,0.9008049,positive
0.12957178,0.87042826,negative
0.468334,0.53166604,neutral
0.0328081,0.9671919,negative
0.04863067,0.95136935,neutral
0.74949235,0.25050768,neutral
0.013694672,0.98630536,positive
0.012989235,0.9870108,positive
0.87004954,0.12995045,neutral
0.04664749,0.9533525,positive
0.036974102,0.96302587,positive
0.55211514,0.4478849,neutral
0.4374609,0.5625391,neutral
0.15838914,0.84161085,positive
0.01750462,0.98249537,positive
0.6741099,0.3258902,neutral
0.7898076,0.21019243,neutral
0.07527499,0.92472494,neutral
0.039917994,0.960082,positive
0.93776554,0.062234487,neutral
0.63517064,0.3648294,neutral
0.9393203,0.060679607,neutral
0.06690929,0.9330907,positive
0.13682057,0.86317945,positive
0.079959296,0.9200407,neutral
0.017280156,0.9827199,neutral
0.050243627,0.9497563,neutral
0.4472815,0.55271846,positive
0.029002903,0.9709971,negative
0.021169465,0.9788305,positive
0.9049141,0.095085904,neutral
0.05412305,0.9458769,neutral
0.076067716,0.9239323,neutral
0.048619237,0.9513807,neutral
0.0429985,0.9570015,neutral
0.034467008,0.965533,positive
0.37180695,0.628193,neutral
0.019262357,0.9807376,positive
0.36865222,0.6313478,positive
0.041742507,0.9582575,positive
0.058112767,0.9418872,positive
0.052139092,0.9478609,neutral
0.965203,0.034797028,positive
0.23874046,0.76125956,positive
0.4931498,0.5068502,neutral
0.01353724,0.9864628,neutral
0.0504104,0.9495896,neutral
0.6995423,0.3004577,neutral
0.81112874,0.18887122,neutral
0.07879037,0.9212097,positive
0.071449734,0.9285503,neutral
0.022124438,0.9778756,neutral
0.03983857,0.96016145,neutral
0.5,0.5,positive
0.19608708,0.80391294,neutral
0.3166732,0.6833267,neutral
0.034342498,0.9656575,neutral
0.62748075,0.37251925,neutral
0.10696533,0.89303464,neutral
0.66117364,0.33882633,neutral
0.1282717,0.8717283,negative
0.027015598,0.97298443,negative
0.74726325,0.25273678,neutral
0.91983026,0.08016979,neutral
0.1387261,0.8612739,positive
0.16170481,0.8382952,neutral
0.04560351,0.9543965,neutral
0.017803524,0.9821965,negative
0.05003684,0.94996315,neutral
0.019808145,0.9801919,negative
0.9625354,0.037464596,negative
0.018930191,0.98106986,positive
0.024064401,0.9759356,neutral
0.9393248,0.060675252,neutral
0.40878454,0.59121543,neutral
0.025298933,0.97470105,neutral
0.017296987,0.982703,neutral
0.016378192,0.98362184,positive
0.024465209,0.9755348,positive
0.022513334,0.97748667,neutral
